,Street,Zipcode,current_price,price_per_m2,Type,Construction_year,Living_area,LOT,Plot,Rooms,Bedrooms,treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,caf̩,(huis)arts,tandarts,fitnesscentrum,inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit,neighbourhood
776,"Admiraal de Ruijterweg 227 Huis, 1055 LR Amsterdam",1055.0,895000.0, 5.392,Benedenwoning,-,166.0,,,5,-,1800.0,727.0,68.0,317.0,23.0,627.0,200.0,200.0,224.0,176.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209,Landlust
777,"Lord Kelvinstraat 10 I, 1098 SE Amsterdam",1098.0,350000.0, 5.147,Woning,1955,68.0,218.0,,4,3,1400.0,1100.0,1100.0,489.0,142.0,554.0,757.0,246.0,318.0,275.0,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203,Middenmeer
778,"Utrechtsedwarsstraat 123 2, 1017 WE Amsterdam",1017.0,450000.0, 8.824,Appartement,1005,51.0,,,-,-,1800.0,1500.0,376.0,116.0,311.0,657.0,118.0,266.0,115.0,319.0,6.975,1.0454545454545454,12.587,0.09,0.12,0.43,0.26,0.09,0.64,0.25,0.11,4.62,0.67,0.21,0.13,"1,5",0.73,0.36,0.33,0.31,26.3,0.0209,De Weteringschans
779,"Van Breestraat 117, 1071 ZK Amsterdam",1071.0,2580000.0, 30.000,Herenhuis,1906,86.0,,,-,-,1900.0,1100.0,133.0,506.0,248.0,481.0,154.0,170.0,123.0,225.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,Museumkwartier
780,Haut Fase 1 -urban,,800000.0, 7.143,Appartement,2018,112.0,,,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Arent Janszoon Ernststraat 89,1083.0,297500.0, 5.509,Appartement,1968,54.0,,,2,1,,,,,,,,,,,7.105,0.7987341772151898,3.866,0.09,0.09,0.24,0.24,0.34,0.62,0.22,0.16,4.025,0.59,0.25,0.16,"1,6",0.66,0.3,0.38,0.32,23.6,0.0305,
782,Leerdamhof 182,,175000.0, 2.536,Bovenwoning,1979,69.0,220.0,,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Kinkerstraat 276 I,1053.0,299500.0, 6.240,Bovenwoning,1897,48.0,,,2,1,2200.0,987.0,354.0,117.0,90.0,458.0,168.0,175.0,307.0,329.0,5.135,1.0539999999999998,20.353,0.1,0.12,0.48,0.23,0.07,0.57,0.19,0.24,3.375,0.65,0.2,0.15,"1,5",0.72,0.18,0.4,0.42,17.5,0.09,Kinkerbuurt
784,Utrechtsedwarsstraat 113 C,1017.0,550000.0, 7.857,Appartement,1998,70.0,250.0,75.0,1,-,1800.0,1500.0,370.0,112.0,302.0,637.0,96.0,245.0,131.0,297.0,6.975,1.0454545454545454,12.587,0.09,0.12,0.43,0.26,0.09,0.64,0.25,0.11,4.62,0.67,0.21,0.13,"1,5",0.73,0.36,0.33,0.31,26.3,0.0209,De Weteringschans
785,Dirk Vreekenstraat 21,1019.0,519000.0, 4.436,Maisonette,1999,117.0,,,5,4,1100.0,2400.0,424.0,337.0,210.0,1100.0,229.0,111.0,91.0,328.0,17.75,1.0367183017785429,11.717,0.2,0.08,0.39,0.29,0.04,0.62,0.16,0.22,8.775,0.43,0.25,0.33,"2,0",0.8,0.4,0.37,0.23,24.8,0.0408,Oostelijk Havengebied
786,Ten Katestraat 3 Ii,1053.0,0.0,-,Appartement,1937,52.0,178.0,,3,2,,,,,,,,,,,5.135,1.0539999999999998,20.353,0.1,0.12,0.48,0.23,0.07,0.57,0.19,0.24,3.375,0.65,0.2,0.15,"1,5",0.72,0.18,0.4,0.42,17.5,0.09,
787,Stadhouderskade 134 -a,1074.0,1400000.0, 15.730,Benedenwoning,1906,89.0,583.0,,7,4,,,,,,,,,,,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601,
788,Samosstraat 42,1060.0,425000.0, 3.125,Tussenwoning,2003,136.0,457.0,90.0,5,4,3200.0,803.0,635.0,305.0,185.0,1300.0,464.0,269.0,182.0,1200.0,14.995,0.9782321899736147,7.345,0.21,0.14,0.28,0.29,0.09,0.52,0.12,0.36,6.03,0.3,0.24,0.47,"2,5",0.74,0.26,0.43,0.31,20.8,0.030899999999999997,Middelveldsche Akerpolder en Sloten
789,A. Reitsmakade 21,1060.0,425000.0, 2.972,Woning,1998,143.0,450.0,131.0,5,4,3300.0,1100.0,270.0,149.0,395.0,1400.0,943.0,70.0,257.0,1200.0,14.995,0.9782321899736147,7.345,0.21,0.14,0.28,0.29,0.09,0.52,0.12,0.36,6.03,0.3,0.24,0.47,"2,5",0.74,0.26,0.43,0.31,20.8,0.030899999999999997,Middelveldsche Akerpolder en Sloten
790,Oudezijds Achterburgwal 33,1012.0,1685000.0, 6.660,Grachtenpand,-,253.0,890.0,60.0,7,3,497.0,1600.0,71.0,195.0,125.0,496.0,21.0,144.0,174.0,272.0,3.915,1.3513513513513513,11.176,0.06,0.16,0.46,0.26,0.06,0.58,0.27,0.15,2.805,0.72,0.19,0.09,"1,4",0.72,0.22,0.37,0.41,18.9,0.030899999999999997,Burgwallen-Oude Zijde
791,"Doggerstraat 50, 1086 VG Amsterdam",1086.0,650000.0, 4.037,Hoekwoning,2010,161.0,694.0,96.0,5,4,2600.0,1300.0,1900.0,220.0,125.0,2900.0,627.0,513.0,433.0,686.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,IJburg West
792,Kometensingel 331,1033.0,299000.0, 3.477,Eengezinswoning,1937,86.0,338.0,225.0,4,-,4000.0,415.0,766.0,418.0,419.0,731.0,1900.0,459.0,454.0,2000.0,10.38,0.9365671641791044,6.287,0.15,0.1,0.27,0.28,0.19,0.7,0.08,0.22,5.185,0.44,0.25,0.31,"2,0",0.69,0.08,0.45,0.47,15.3,0.060700000000000004,Tuindorp Oostzaan
793,"Mattenbiesstraat 92, 1087 CC Amsterdam",1087.0,1400000.0, 5.983,Vrijstaande woning,2006,234.0,842.0,295.0,7,6,2000.0,2000.0,1100.0,275.0,43.0,3200.0,1200.0,215.0,156.0,364.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,IJburg West
794,Oudezijds Voorburgwal 330 B,1012.0,785000.0,,-,-,85.0,339.0,,3,2,1100.0,1200.0,205.0,580.0,333.0,436.0,32.0,187.0,158.0,286.0,3.915,1.3513513513513513,11.176,0.06,0.16,0.46,0.26,0.06,0.58,0.27,0.15,2.805,0.72,0.19,0.09,"1,4",0.72,0.22,0.37,0.41,18.9,0.030899999999999997,Burgwallen-Oude Zijde
795,"Willem Pijperstraat 48, 1077 XM Amsterdam",1077.0,1200000.0, 7.143,Hoekwoning,1957,168.0,533.0,68.0,5,3,472.0,405.0,390.0,384.0,264.0,110.0,484.0,466.0,96.0,680.0,1.25,,1.067,0.16,0.1,0.27,0.25,0.22,0.63,0.25,0.12,715.0,0.59,0.2,0.21,"1,8",0.73,0.59,0.27,0.14,37.3,0.0,Station-Zuid WTC en omgeving
796,Alfred Doblinstraat 169,,190000.0, 2.754,Appartement,1984,69.0,200.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Rijnstraat 60 3,1079.0,345011.0, 5.565,Bovenwoning,1928,62.0,224.0,,3,2,861.0,789.0,734.0,172.0,211.0,496.0,99.0,190.0,144.0,177.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03,Scheldebuurt
798,Bouwnummer 72,1013.0,775000.0, 5.458,Eengezinswoning,-,142.0,383.0,,5,-,2200.0,728.0,615.0,21.0,83.0,426.0,611.0,243.0,255.0,149.0,9.69,0.9876923076923078,7.143,0.13,0.11,0.4,0.26,0.09,0.51,0.15,0.34,5.6,0.6,0.18,0.22,"1,7",0.67,0.1,0.44,0.46,15.9,0.1404,Spaarndammer- en Zeeheldenbuurt
799,Lijnbaansgracht 157 2,1016.0,799000.0, 6.242,Bovenwoning,1005,128.0,411.0,128.0,5,4,1800.0,67.0,286.0,230.0,315.0,132.0,31.0,301.0,195.0,296.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601,Jordaan
800,Haarlemmer Houttuinen 7 B,1013.0,600000.0, 6.000,Dubbele bovenwoning,1700,100.0,286.0,,4,2,559.0,1600.0,151.0,270.0,52.0,475.0,87.0,123.0,169.0,496.0,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603,Haarlemmerbuurt
801,Eerste Kekerstraat 37,,245000.0,-,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Valkenburgerstraat 22 E,1011.0,62500.0, 702,Woning,2001,89.0,,,-,-,1100.0,2100.0,596.0,242.0,124.0,1200.0,196.0,481.0,178.0,13.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
803,Dolingadreef 257,,195000.0, 3.047,Appartement,1984,64.0,194.0,,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Hoofdweg 106 -h,1058.0,0.0,-,Benedenwoning,1922,78.0,286.0,,4,3,,,,,,,,,,,6.38,0.936267071320182,20.52,0.11,0.13,0.48,0.2,0.08,0.58,0.19,0.23,3.875,0.58,0.24,0.18,"1,6",0.76,0.2,0.41,0.39,18.8,0.0602,
805,Reimerswaalstraat 26,1069.0,475000.0, 3.654,Eengezinswoning,2014,130.0,,,6,5,2700.0,1300.0,393.0,336.0,27.0,1200.0,355.0,291.0,37.0,690.0,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999,Osdorp-Midden
806,Waterkeringweg 121,1051.0,430000.0, 4.257,Appartement,1997,101.0,308.0,,3,2,2100.0,953.0,415.0,515.0,247.0,198.0,388.0,498.0,507.0,845.0,2.585,0.8937728937728937,4.954,0.19,0.11,0.31,0.32,0.07,0.59,0.15,0.26,1.3,0.47,0.19,0.34,"2,0",0.74,0.25,0.41,0.34,19.5,0.0806,Centrale Markt
807,"Bilderdijkkade 38 I, 1053 VE Amsterdam",1053.0,1300000.0, 21.667,Herenhuis,1906,60.0,875.0,130.0,11,6,2400.0,558.0,317.0,212.0,105.0,704.0,108.0,100.0,153.0,374.0,5.135,1.0539999999999998,20.353,0.1,0.12,0.48,0.23,0.07,0.57,0.19,0.24,3.375,0.65,0.2,0.15,"1,5",0.72,0.18,0.4,0.42,17.5,0.09,Kinkerbuurt
808,Nieuwe Achtergracht 87 G,1018.0,245000.0, 6.282,Woonboot,0,39.0,97.0,49.0,2,1,1500.0,1800.0,288.0,112.0,203.0,630.0,149.0,73.0,142.0,472.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004,Weesperbuurt en Plantage
809,Ter Haarstraat 17 B,1053.0,0.0,-,Appartement,2001,74.0,218.0,,2,1,2300.0,504.0,341.0,149.0,20.0,643.0,79.0,125.0,161.0,294.0,4.395,1.0324074074074074,20.263,0.1,0.11,0.45,0.25,0.09,0.65,0.21,0.14,2.84,0.64,0.21,0.15,"1,5",0.75,0.22,0.4,0.38,19.4,0.050499999999999996,Da Costabuurt
810,Rooseveltlaan 128 Ii,1078.0,575000.0, 5.693,Appartement,1930,101.0,,,3,-,,,,,,,,,,,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03,
811,"Van Oldenbarneveldtstraat 19 3, 1052 JP Amsterdam",1052.0,490000.0, 5.385,Appartement,1882,91.0,266.0,,4,3,1700.0,530.0,283.0,324.0,312.0,135.0,218.0,137.0,119.0,223.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806,Frederik Hendrikbuurt
812,"Rustenburgerstraat 108 2, 1073 GH Amsterdam",1073.0,535000.0, 7.431,Woning,1904,72.0,232.0,,3,2,1300.0,651.0,95.0,218.0,91.0,265.0,69.0,128.0,138.0,497.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707,Nieuwe Pijp
813,"Zoomstraat 48 Ii, 1078 XL Amsterdam",1078.0,695000.0, 6.096,Appartement,1930,114.0,313.0,,5,5,741.0,419.0,164.0,84.0,114.0,316.0,269.0,343.0,30.0,746.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03,Scheldebuurt
814,Oudezijds Voorburgwal 330 C,1012.0,775000.0,,-,-,85.0,331.0,,3,2,1100.0,1200.0,205.0,580.0,333.0,436.0,32.0,187.0,158.0,286.0,3.915,1.3513513513513513,11.176,0.06,0.16,0.46,0.26,0.06,0.58,0.27,0.15,2.805,0.72,0.19,0.09,"1,4",0.72,0.22,0.37,0.41,18.9,0.030899999999999997,Burgwallen-Oude Zijde
815,Keizersgracht 728,1017.0,3980000.0, 10.670,Woon-/winkelpand,1005,373.0,,,8,3,1700.0,1600.0,185.0,237.0,102.0,380.0,123.0,188.0,301.0,296.0,4.235,1.1552162849872774,9.978,0.1,0.12,0.38,0.28,0.12,0.63,0.28,0.09,2.71,0.64,0.23,0.13,"1,6",0.72,0.41,0.27,0.32,31.4,0.010700000000000001,Grachtengordel-Zuid
816,"Overtoom 544 -c, 1054 LM Amsterdam",1054.0,685000.0, 6.587,Bovenwoning,1906,104.0,232.0,,5,3,1600.0,1000.0,160.0,543.0,12.0,543.0,124.0,219.0,48.0,166.0,7.235,0.9462365591397849,23.819,0.11,0.11,0.5,0.22,0.06,0.65,0.22,0.13,4.675,0.64,0.21,0.16,"1,5",0.76,0.26,0.39,0.35,20.3,0.05,Overtoomse Sluis
817,"Laagte Kadijk 16 H, 1018 BB Amsterdam",1018.0,498000.0, 4.654,Benedenwoning,1005,107.0,280.0,,5,-,1300.0,2500.0,813.0,580.0,172.0,943.0,138.0,140.0,132.0,344.0,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901,Oostelijke Eilanden en Kadijken
818,"Aurikelstraat 164, 1032 AZ Amsterdam",1032.0,300000.0, 3.125,Dubbele bovenwoning,1927,96.0,309.0,,5,-,,,,,,,,,,,9.38,0.9872881355932204,7.877,0.17,0.13,0.32,0.26,0.12,0.51,0.09,0.4,4.935,0.51,0.19,0.3,"1,9",0.62,0.07,0.43,0.5,14.9,0.1304,
819,Vespuccistraat 48 H,1056.0,360000.0, 6.792,Appartement,1925,53.0,,,-,-,,,,,,,,,,,5.49,0.973021582733813,17.939,0.13,0.13,0.45,0.21,0.08,0.44,0.14,0.42,3.385,0.63,0.2,0.18,"1,6",0.67,0.11,0.44,0.45,16.2,0.1206,
820,Pieter A. van Heijningestraat 83,1035.0,297000.0, 3.126,Eengezinswoning,1992,95.0,,99.0,3,2,4900.0,930.0,832.0,409.0,527.0,1400.0,1300.0,669.0,807.0,433.0,2.9,0.9141914191419143,2.166,0.17,0.11,0.23,0.34,0.15,0.77,0.1,0.13,1.26,0.27,0.33,0.4,"2,3",0.75,0.21,0.37,0.42,18.3,0.0207,Kadoelen
821,Kortenaerplein 5,1057.0,0.0,-,Benedenwoning,1998,98.0,331.0,,4,3,2300.0,838.0,248.0,79.0,47.0,693.0,188.0,346.0,209.0,580.0,11.945,0.9646381578947368,22.538,0.14,0.14,0.45,0.2,0.07,0.54,0.16,0.3,6.875,0.56,0.22,0.22,"1,7",0.71,0.16,0.43,0.41,17.5,0.09,De Krommert
822,Kromme-mijdrechtstraat 53 1,1079.0,348011.0, 6.327,Bovenwoning,1926,55.0,183.0,,3,2,,,,,,,,,,,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706,
823,Geldersekade 11 -huis,1011.0,675000.0, 6.081,Appartement,-,111.0,385.0,,4,3,335.0,1900.0,22.0,291.0,305.0,616.0,33.0,179.0,84.0,178.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
824,Emmeline Pankhurststraat 19,,0.0,-,Appartement,1999,86.0,257.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,"Curacaostraat 25 H, 1058 BK Amsterdam",1058.0,595000.0, 11.442,Appartement,1935,52.0,210.0,147.0,3,2,,,,,,,,,,,6.38,0.936267071320182,20.52,0.11,0.13,0.48,0.2,0.08,0.58,0.19,0.23,3.875,0.58,0.24,0.18,"1,6",0.76,0.2,0.41,0.39,18.8,0.0602,
826,Kleine Beerstraat 17,1033.0,274011.0, 4.281,Eengezinswoning,1921,64.0,212.0,94.0,3,2,4000.0,1200.0,568.0,127.0,279.0,1100.0,1200.0,349.0,355.0,1400.0,10.38,0.9365671641791044,6.287,0.15,0.1,0.27,0.28,0.19,0.7,0.08,0.22,5.185,0.44,0.25,0.31,"2,0",0.69,0.08,0.45,0.47,15.3,0.060700000000000004,Tuindorp Oostzaan
827,Wolbrantskerkweg 67 + Pp,1069.0,0.0,-,Eengezinswoning,2009,132.0,440.0,,6,-,,,,,,,,,,,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999,
828,Tolkamerstraat 10,,250000.0, 2.976,Tussenwoning,-,84.0,338.0,,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Goeman Borgesiusstraat 4 G,1067.0,360000.0,,-,1957,99.0,235.0,,3,2,2900.0,1900.0,263.0,145.0,145.0,2100.0,241.0,194.0,344.0,263.0,12.825,1.000780031201248,9.663,0.21,0.16,0.31,0.2,0.11,0.3,0.1,0.6,5.67,0.43,0.2,0.37,"2,2",0.62,0.09,0.45,0.46,15.5,0.1107,Geuzenveld
830,J.g. Suurhoffstraat 25,1067.0,345000.0, 3.317,Tussenwoning,1991,104.0,341.0,122.0,4,3,3500.0,2500.0,743.0,605.0,201.0,2900.0,979.0,765.0,1100.0,1000.0,2.32,0.9333333333333335,,0.15,0.15,0.22,0.36,0.12,0.53,0.12,0.35,985.0,0.28,0.31,0.41,"2,4",0.73,0.23,0.43,0.34,18.9,0.030899999999999997,Eendracht
831,"Sint Willibrordusstraat 31 -hs, 1074 XJ Amsterdam",1074.0,759000.0, 6.325,Benedenwoning,1900,120.0,,115.0,4,3,1300.0,865.0,259.0,167.0,155.0,166.0,85.0,108.0,111.0,648.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707,Nieuwe Pijp
832,Sloterkade 25 A,1058.0,1000000.0, 6.667,Appartement,1971,150.0,,,4,-,1300.0,815.0,263.0,548.0,113.0,815.0,146.0,103.0,152.0,359.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401,Hoofddorppleinbuurt
833,Hoofdweg 2 -a-ii,1058.0,700000.0, 4.375,Bovenwoning,1927,160.0,,,5,-,,,,,,,,,,,6.38,0.936267071320182,20.52,0.11,0.13,0.48,0.2,0.08,0.58,0.19,0.23,3.875,0.58,0.24,0.18,"1,6",0.76,0.2,0.41,0.39,18.8,0.0602,
834,Nachtwachtlaan 102,1058.0,425000.0, 4.250,Hoekwoning,1972,100.0,,,4,-,,,,,,,,,,,10.475,0.9839015151515151,7.2,0.21,0.19,0.33,0.18,0.1,0.26,0.09,0.65,4.75,0.49,0.19,0.33,"2,2",0.6,0.13,0.42,0.45,16.5,0.1208,
835,Eemsstraat 29 I,1079.0,335000.0, 5.492,Woon-/winkelpand,1934,61.0,,,4,-,762.0,848.0,958.0,320.0,143.0,695.0,163.0,250.0,99.0,176.0,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706,Rijnbuurt
836,Panamakade 114,1019.0,1190000.0, 6.010,Woning,1999,198.0,600.0,,6,5,1600.0,1800.0,580.0,126.0,175.0,1200.0,237.0,416.0,445.0,621.0,17.75,1.0367183017785429,11.717,0.2,0.08,0.39,0.29,0.04,0.62,0.16,0.22,8.775,0.43,0.25,0.33,"2,0",0.8,0.4,0.37,0.23,24.8,0.0408,Oostelijk Havengebied
837,"Jacob Honigstraat 22, 1035 XX Amsterdam",1035.0,299000.0, 7.293,Geschakelde woning,1931,41.0,240.0,104.0,5,4,4600.0,1200.0,459.0,267.0,400.0,1100.0,1400.0,248.0,914.0,808.0,8.715,0.9453125,3.556,0.19,0.13,0.27,0.27,0.14,0.64,0.1,0.26,3.905,0.36,0.24,0.4,"2,2",0.73,0.2,0.44,0.36,17.9,0.050499999999999996,Oostzanerwerf
838,Schalk Burgerstraat 70,1091.0,0.0,-,Appartement,1925,56.0,144.0,,2,1,733.0,697.0,333.0,210.0,302.0,637.0,93.0,237.0,377.0,493.0,9.295,1.018458197611292,25.2,0.17,0.16,0.37,0.24,0.07,0.35,0.13,0.52,4.955,0.55,0.18,0.27,"1,9",0.63,0.11,0.44,0.45,16.1,0.1407,Transvaalbuurt
839,Sarphatipark 32 Ii,1072.0,895000.0, 6.007,Dubbele bovenwoning,1889,149.0,488.0,,5,3,1800.0,482.0,355.0,75.0,72.0,204.0,37.0,13.0,138.0,76.0,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601,Oude Pijp
840,Linnaeusparkweg 151 Bv,1098.0,665000.0, 5.278,Woning,1927,126.0,430.0,,5,4,1200.0,927.0,846.0,189.0,166.0,315.0,459.0,153.0,176.0,574.0,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203,Middenmeer
841,Bouwnummer 70,1013.0,785000.0, 5.377,Eengezinswoning,-,146.0,390.0,,5,-,2200.0,728.0,615.0,21.0,83.0,426.0,611.0,243.0,255.0,149.0,9.69,0.9876923076923078,7.143,0.13,0.11,0.4,0.26,0.09,0.51,0.15,0.34,5.6,0.6,0.18,0.22,"1,7",0.67,0.1,0.44,0.46,15.9,0.1404,Spaarndammer- en Zeeheldenbuurt
842,Knsm-laan 589,1019.0,475000.0, 4.481,Appartement,1993,106.0,336.0,,2,1,2000.0,2100.0,595.0,474.0,319.0,1000.0,484.0,443.0,572.0,417.0,17.75,1.0367183017785429,11.717,0.2,0.08,0.39,0.29,0.04,0.62,0.16,0.22,8.775,0.43,0.25,0.33,"2,0",0.8,0.4,0.37,0.23,24.8,0.0408,Oostelijk Havengebied
843,Van Beuningenstraat 202 Iii-iv,1051.0,525000.0, 5.526,Bovenwoning,-,95.0,289.0,,4,3,2000.0,690.0,397.0,218.0,218.0,336.0,22.0,180.0,473.0,830.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909,Staatsliedenbuurt
844,Charlotte de Bourbonstraat 1 -iii,1055.0,250000.0, 5.208,Appartement,1937,48.0,124.0,,2,1,1700.0,798.0,318.0,190.0,190.0,759.0,260.0,267.0,284.0,304.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209,Landlust
845,J. de Koostraat 6,1068.0,399000.0, 2.871,Eengezinswoning,1965,139.0,497.0,103.0,6,-,1600.0,185.0,618.0,134.0,171.0,349.0,53.0,104.0,104.0,305.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707,Osdorp-Oost
846,Herengracht 247 2,1016.0,1200000.0, 7.643,Bovenwoning,1652,157.0,470.0,,5,3,1100.0,765.0,220.0,480.0,48.0,137.0,145.0,267.0,203.0,278.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01,Grachtengordel-West
847,Lomanstraat 36 Hs,1075.0,1050000.0, 9.130,Woning,-,115.0,,,5,-,1600.0,454.0,347.0,495.0,220.0,285.0,273.0,265.0,41.0,398.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997,Willemspark
848,Pieter Aertszstraat 96 Hs,1074.0,500000.0, 7.576,Benedenwoning,-,66.0,,,3,-,1200.0,700.0,36.0,309.0,51.0,203.0,40.0,224.0,42.0,491.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707,Nieuwe Pijp
